,required_skills
709,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
710,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
711,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
712,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
713,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
714,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
715,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
716,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
717,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
718,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
719,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
720,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
721,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
722,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
723,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
724,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
725,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
726,"python  ,  database  ,  django  ,  team player  ,  sql"
727,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
728,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
729,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
730,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
731,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
732,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
733,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
734,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
735,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
736,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
737,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
738,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
739,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
740,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
741,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
742,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
743,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
744,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
745,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
746,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
747,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
748,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
749,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
750,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
751,"python  ,  database  ,  django  ,  team player  ,  sql"
752,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
753,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
754,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
755,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
756,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
757,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
758,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
759,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
760,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
761,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
762,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
763,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
764,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
765,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
766,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
767,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
768,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
769,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
770,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
771,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
772,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
773,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
774,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
775,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
776,"python  ,  database  ,  django  ,  team player  ,  sql"
777,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
778,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
779,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
780,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
781,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
782,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
783,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
784,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
785,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
786,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
787,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
788,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
789,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
790,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
791,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
792,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
793,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
794,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
795,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
796,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
797,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
798,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
799,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
800,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
801,"python  ,  database  ,  django  ,  team player  ,  sql"
802,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
803,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
804,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
805,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
806,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
807,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
808,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
809,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
810,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
811,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
812,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
813,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
814,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
815,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
816,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
817,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
818,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
819,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
820,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
821,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
822,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
823,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
824,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
825,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
826,"python  ,  database  ,  django  ,  team player  ,  sql"
827,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
828,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
829,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
830,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
831,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
832,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
833,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
834,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
835,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
836,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
837,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
838,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
839,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
840,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
841,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
842,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
843,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
844,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
845,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
846,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
847,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
848,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
849,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
850,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
851,"python  ,  database  ,  django  ,  team player  ,  sql"
852,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
853,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
854,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
855,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
856,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
857,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
858,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
859,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
860,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
861,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
862,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
863,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
864,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
865,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
866,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
867,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
868,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
869,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
870,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
871,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
872,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
873,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
